 day, S, E, H, R, D
0,809425.276,138.449,0.0,0.0,0.0
1,808182.142,704.914,0.0,30.734,0.0
2,806328.995,1427.926,0.0,96.33,0.0
3,803497.363,2550.464,0.0,218.573,0.0
4,799228.62,4212.545,0.0,426.378,0.0
5,792829.871,6672.176,0.358,766.464,0.0
6,783300.924,10295.375,1.186,1302.819,0.001
7,769216.068,15573.26,2.71,2133.148,0.001
8,748579.312,23175.865,5.259,3400.106,0.008
9,718731.93,33919.129,9.359,5309.478,0.016
10,676396.891,48542.947,15.747,8159.941,0.036
11,617938.611,67579.999,25.426,12373.874,0.068
12,540407.868,90473.674,39.604,18518.012,0.144
13,443475.229,114456.616,60.229,27312.651,0.284
14,332195.836,133595.161,89.97,39641.918,0.557
15,219071.449,139330.004,130.362,56378.178,1.069
16,121932.884,124558.226,182.521,78149.883,2.094
17,55162.531,91326.723,245.57,104988.112,4.015
18,20140.009,53047.17,315.889,136059.88,7.375
19,6256.386,24376.21,381.486,169778.706,13.221
20,1838.593,9231.503,431.07,204473.054,22.204
21,561.991,3102.57,458.892,238842.095,34.288
22,185.578,989.468,469.695,272183.838,49.087
23,131.555,248.576,471.516,304100.02,65.415
24,95.151,85.787,470.672,334406.677,82.542
25,69.995,42.1,468.704,363011.682,99.266
26,52.7,25.842,466.115,389927.954,115.233
27,40.128,18.107,463.24,415228.508,130.562
28,31.208,12.807,460.095,438999.238,145.21
29,24.612,9.673,456.796,461323.518,159.147
30,19.811,7.31,453.289,482290.585,172.588
31,16.215,5.532,449.91,501985.007,185.022
32,13.348,4.352,446.762,520479.789,197.086
33,11.118,3.511,443.497,537859.856,208.587
34,9.309,2.844,440.431,554185.533,219.564
35,7.904,2.273,437.396,569520.959,229.878
36,6.825,1.786,434.232,583919.164,239.77
37,5.901,1.552,431.02,597454.073,249.202
38,5.212,1.208,428.009,610169.373,258.151
39,4.632,1.012,424.926,622111.665,266.741
40,4.113,0.901,422.137,633329.971,274.794
41,3.635,0.824,419.143,643868.483,282.319
42,3.266,0.68,416.042,653774.583,289.527
43,2.999,0.556,412.854,663086.649,296.446
44,2.747,0.486,410.023,671836.02,303.041
45,2.545,0.381,406.641,680052.881,309.348
46,2.344,0.362,403.977,687775.504,315.269
47,2.174,0.311,401.321,695032.383,320.861
48,2.029,0.268,398.761,701851.906,326.213
49,1.901,0.242,395.452,708265.598,331.388
50,1.783,0.218,392.5,714286.718,336.363
51,1.676,0.197,389.658,719947.42,341.078
52,1.582,0.166,386.85,725266.374,345.506
53,1.5,0.165,383.782,730267.038,349.725
54,1.428,0.145,380.643,734967.493,353.711
55,1.361,0.129,377.701,739387.611,357.679
56,1.304,0.103,374.567,743540.491,361.321
57,1.242,0.104,371.441,747444.162,364.833
58,1.198,0.084,368.167,751115.139,368.216
59,1.158,0.075,365.262,754568.381,371.388
60,1.107,0.09,362.326,757814.709,374.522
61,1.067,0.077,359.165,760867.672,377.402
62,1.024,0.073,356.095,763734.945,380.066
63,0.992,0.063,352.798,766433.297,382.63
64,0.961,0.064,349.457,768970.526,385.147
65,0.932,0.059,346.414,771357.128,387.484
66,0.91,0.048,343.37,773602.113,389.812
67,0.888,0.047,340.07,775713.701,392.011
68,0.86,0.047,336.781,777699.624,394.022
69,0.847,0.034,333.144,779567.256,395.949
70,0.828,0.033,329.759,781322.532,397.831
71,0.819,0.025,326.489,782972.743,399.636
72,0.805,0.026,323.02,784524.994,401.328
73,0.787,0.033,319.564,785986.375,402.897
74,0.781,0.023,315.918,787363.566,404.439
75,0.772,0.018,312.171,788656.18,406.018
76,0.764,0.018,308.698,789872.943,407.468
77,0.755,0.018,304.928,791017.869,408.847
78,0.742,0.023,301.139,792095.245,410.15
79,0.735,0.015,297.296,793107.998,411.387
80,0.723,0.02,293.674,794061.727,412.527
81,0.714,0.016,289.891,794959.296,413.661
82,0.707,0.012,286.011,795805.181,414.805
83,0.693,0.015,282.102,796601.907,415.829
84,0.684,0.015,278.49,797350.444,416.865
85,0.665,0.026,274.658,798056.265,417.852
86,0.661,0.016,270.914,798719.567,418.75
87,0.658,0.011,267.155,799343.972,419.605
88,0.654,0.01,263.293,799932.865,420.445
89,0.65,0.007,259.446,800486.048,421.31
90,0.644,0.01,255.627,801007.124,422.069
91,0.642,0.005,251.82,801498.354,422.839
92,0.638,0.007,247.94,801961.571,423.62
93,0.634,0.009,243.82,802396.979,424.294
94,0.63,0.01,239.638,802807.728,425.001
95,0.628,0.005,235.667,803195.628,425.672
96,0.626,0.004,231.746,803560.462,426.343
97,0.62,0.008,227.783,803904.34,426.956
98,0.618,0.007,223.95,804228.043,427.526
99,0.616,0.005,220.107,804532.638,428.086
100,0.613,0.006,216.219,804821.321,428.66
101,0.609,0.006,212.448,805091.979,429.204
102,0.607,0.004,208.894,805347.124,429.721
103,0.605,0.005,205.02,805588.643,430.192
104,0.602,0.005,201.181,805815.072,430.603
105,0.6,0.003,197.298,806028.9,431.05
106,0.598,0.003,193.521,806230.535,431.48
107,0.597,0.002,189.734,806421.111,431.909
108,0.595,0.004,185.979,806600.447,432.293
109,0.594,0.002,182.266,806769.851,432.674
110,0.594,0.001,178.418,806929.441,433.068
111,0.593,0.002,174.732,807080.549,433.455
112,0.59,0.004,170.998,807223.141,433.795
113,0.588,0.005,167.456,807357.503,434.137
114,0.586,0.005,163.768,807484.142,434.452
115,0.585,0.002,160.277,807603.59,434.763
116,0.585,0.001,156.701,807716.666,435.07
117,0.583,0.003,153.23,807823.427,435.346
118,0.583,0.003,149.908,807923.453,435.643
119,0.58,0.005,146.418,808018.496,435.93
120,0.58,0.004,143.033,808108.632,436.182
121,0.577,0.004,139.712,808193.133,436.471
122,0.577,0.002,136.507,808273.288,436.749
123,0.577,0.001,133.335,808348.49,436.98
124,0.576,0.002,130.114,808419.817,437.22
125,0.574,0.004,126.947,808486.776,437.478
126,0.574,0.002,123.892,808550.494,437.675
127,0.573,0.002,120.823,808610.708,437.896
128,0.573,0.002,117.928,808667.157,438.119
129,0.573,0.001,115.04,808719.992,438.322
130,0.573,0.0,112.114,808770.769,438.529
131,0.573,0.0,109.139,808818.633,438.706
132,0.573,0.0,106.35,808863.927,438.875
133,0.571,0.002,103.569,808906.683,439.065
134,0.57,0.001,101.002,808946.91,439.243
135,0.57,0.001,98.516,808984.944,439.411
136,0.569,0.002,95.973,809020.868,439.574
137,0.568,0.002,93.298,809055.094,439.744
138,0.568,0.001,90.814,809087.774,439.906
139,0.567,0.002,88.287,809118.336,440.066
140,0.567,0.001,85.943,809147.285,440.197
141,0.567,0.0,83.567,809174.942,440.347
142,0.567,0.0,81.302,809201.263,440.468
143,0.567,0.0,79.098,809225.956,440.606
144,0.566,0.001,76.999,809249.179,440.716
145,0.566,0.0,74.718,809271.174,440.846
146,0.566,0.0,72.62,809292.184,440.982
147,0.565,0.001,70.584,809311.784,441.089
148,0.565,0.001,68.554,809330.799,441.203
149,0.564,0.001,66.56,809348.446,441.317
150,0.564,0.001,64.703,809365.465,441.44
151,0.563,0.002,62.894,809381.293,441.549
152,0.561,0.003,60.933,809396.579,441.656
153,0.561,0.0,59.099,809411.065,441.753
154,0.561,0.0,57.358,809424.493,441.854
155,0.56,0.001,55.635,809437.459,441.944
156,0.56,0.001,53.963,809449.677,442.031
157,0.56,0.0,52.4,809461.27,442.11
158,0.559,0.001,50.844,809472.374,442.197
159,0.558,0.002,49.439,809482.778,442.271
160,0.558,0.0,47.9,809492.618,442.341
161,0.558,0.0,46.476,809501.966,442.416
162,0.558,0.0,45.132,809510.866,442.496
163,0.558,0.0,43.797,809519.365,442.565
164,0.558,0.0,42.431,809527.4,442.639
165,0.558,0.0,41.086,809535.115,442.703
166,0.558,0.0,39.872,809542.315,442.761
167,0.558,0.0,38.583,809549.259,442.818
168,0.558,0.0,37.495,809555.813,442.871
169,0.558,0.0,36.331,809561.997,442.929
170,0.558,0.0,35.227,809567.948,442.987
171,0.558,0.0,34.184,809573.412,443.033
172,0.558,0.0,33.095,809578.868,443.087
173,0.558,0.0,32.039,809583.776,443.145
174,0.558,0.0,31.025,809588.693,443.188
175,0.558,0.0,30.004,809593.17,443.233
176,0.558,0.0,28.978,809597.668,443.274
177,0.558,0.0,27.995,809601.904,443.324
178,0.558,0.0,27.132,809605.883,443.362
179,0.558,0.0,26.269,809609.566,443.402
180,0.558,0.0,25.408,809613.161,443.445
181,0.558,0.0,24.578,809616.524,443.474
182,0.558,0.0,23.828,809619.647,443.506
183,0.558,0.0,22.982,809622.829,443.539
184,0.558,0.0,22.214,809625.699,443.571
185,0.558,0.0,21.536,809628.501,443.603
186,0.558,0.0,20.838,809631.085,443.642
187,0.558,0.0,20.145,809633.646,443.675
188,0.558,0.0,19.434,809635.997,443.708
189,0.558,0.0,18.786,809638.316,443.74
190,0.558,0.0,18.135,809640.497,443.769
191,0.558,0.0,17.547,809642.515,443.79
192,0.558,0.0,16.958,809644.451,443.817
193,0.558,0.0,16.401,809646.315,443.848
194,0.558,0.0,15.841,809648.126,443.878
195,0.558,0.0,15.356,809649.783,443.904
196,0.558,0.0,14.794,809651.395,443.931
197,0.558,0.0,14.336,809652.906,443.95
198,0.558,0.0,13.869,809654.356,443.982
